WHO_code,WHO_label,PCU_code,PCU_label,THCC_distance,PCU_distance,specific,values 
T83.4,"Mechanical complication of other prosthetic devices, implants and grafts in genital tract",T83.4,Mechanical complication of other prosthetic devices implants and grafts in genital tract,0,1,0,Mechanical complication of other prosthetic devices
T83.4,"Mechanical complication of other prosthetic devices, implants and grafts in genital tract",T83.4,Mechanical complication of other prosthetic devices implants and grafts in genital tract,0,1,-1,","
T83.4,"Mechanical complication of other prosthetic devices, implants and grafts in genital tract",T83.4,Mechanical complication of other prosthetic devices implants and grafts in genital tract,0,1,0, implants and grafts in genital tract
T83.5,"Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system",T83.5,Infection and inflammatory reaction due to prosthetic device implant and graft in urinary system,0,1,0,Infection and inflammatory reaction due to prosthetic device
T83.5,"Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system",T83.5,Infection and inflammatory reaction due to prosthetic device implant and graft in urinary system,0,1,-1,","
T83.5,"Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system",T83.5,Infection and inflammatory reaction due to prosthetic device implant and graft in urinary system,0,1,0, implant and graft in urinary system
T83.6,"Infection and inflammatory reaction due to prosthetic device, implant and graft in genital tract",T83.6,Infection and inflammatory reaction due to prosthetic device implant and graft in genital tract,0,1,0,Infection and inflammatory reaction due to prosthetic device
T83.6,"Infection and inflammatory reaction due to prosthetic device, implant and graft in genital tract",T83.6,Infection and inflammatory reaction due to prosthetic device implant and graft in genital tract,0,1,-1,","
T83.6,"Infection and inflammatory reaction due to prosthetic device, implant and graft in genital tract",T83.6,Infection and inflammatory reaction due to prosthetic device implant and graft in genital tract,0,1,0, implant and graft in genital tract
T83.8,"Other complications of genitourinary prosthetic devices, implants and grafts",T83.8,Other complications of genitourinary prosthetic devices implants and grafts,0,1,0,Other complications of genitourinary prosthetic devices
T83.8,"Other complications of genitourinary prosthetic devices, implants and grafts",T83.8,Other complications of genitourinary prosthetic devices implants and grafts,0,1,-1,","
T83.8,"Other complications of genitourinary prosthetic devices, implants and grafts",T83.8,Other complications of genitourinary prosthetic devices implants and grafts,0,1,0, implants and grafts
T83.9,"Unspecified complication of genitourinary prosthetic device, implant and graft",T83.9,Unspecified complication of  genitourinary prosthetic devices implant and graft,0,2,0,Unspecified complication of 
T83.9,"Unspecified complication of genitourinary prosthetic device, implant and graft",T83.9,Unspecified complication of  genitourinary prosthetic devices implant and graft,0,2,1, 
T83.9,"Unspecified complication of genitourinary prosthetic device, implant and graft",T83.9,Unspecified complication of  genitourinary prosthetic devices implant and graft,0,2,0,genitourinary prosthetic device
T83.9,"Unspecified complication of genitourinary prosthetic device, implant and graft",T83.9,Unspecified complication of  genitourinary prosthetic devices implant and graft,0,2,-1,","
T83.9,"Unspecified complication of genitourinary prosthetic device, implant and graft",T83.9,Unspecified complication of  genitourinary prosthetic devices implant and graft,0,2,1,s
T83.9,"Unspecified complication of genitourinary prosthetic device, implant and graft",T83.9,Unspecified complication of  genitourinary prosthetic devices implant and graft,0,2,0, implant and graft
T84.0,Mechanical complication of internal joint prosthesis,T84.0,Mechanical complication of internal joint prosthesis,0,0,0,Mechanical complication of internal joint prosthesis
T84.1,Mechanical complication of internal fixation device of bones of limb,T84.1,Mechanical complication of internal fixation device of bones of limb,0,0,0,Mechanical complication of internal fixation device of bones of limb
T84.2,Mechanical complication of internal fixation device of other bones,T84.2,Mechanical complication of internal fixation device of other bones,0,0,0,Mechanical complication of internal fixation device of other bones
T84.3,"Mechanical complication of other bone devices, implants and grafts",T84.3,Mechanical complication of other bone device implants and grafts,1,2,0,Mechanical complication of other bone device
T84.3,"Mechanical complication of other bone devices, implants and grafts",T84.3,Mechanical complication of other bone device implants and grafts,1,2,-1,"s,"
T84.3,"Mechanical complication of other bone devices, implants and grafts",T84.3,Mechanical complication of other bone device implants and grafts,1,2,0, implants and grafts
T84.4,"Mechanical complication of other internal orthopaedic devices, implants and grafts",T84.4,Mechanical complication of other internal orthopaedic devices implants and grafts,0,1,0,Mechanical complication of other internal orthopaedic devices
T84.4,"Mechanical complication of other internal orthopaedic devices, implants and grafts",T84.4,Mechanical complication of other internal orthopaedic devices implants and grafts,0,1,-1,","
T84.4,"Mechanical complication of other internal orthopaedic devices, implants and grafts",T84.4,Mechanical complication of other internal orthopaedic devices implants and grafts,0,1,0, implants and grafts
T84.5,Infection and inflammatory reaction due to internal joint prosthesis,T84.5,Infection and inflammatory reaction due to internal joint prosthesis,0,0,0,Infection and inflammatory reaction due to internal joint prosthesis
T84.6,Infection and inflammatory reaction due to internal fixation device [any site],T84.6,Infection and inflammatory reaction due to internal fixation device [any site],0,0,0,Infection and inflammatory reaction due to internal fixation device [any site]
T84.7,"Infection and inflammatory reaction due to other internal orthopaedic prosthetic devices, implants and grafts",T84.7,Infection and inflammatory reaction due to other internal orthopaedic prosthetic devices implants and grafts,0,1,0,Infection and inflammatory reaction due to other internal orthopaedic prosthetic devices
T84.7,"Infection and inflammatory reaction due to other internal orthopaedic prosthetic devices, implants and grafts",T84.7,Infection and inflammatory reaction due to other internal orthopaedic prosthetic devices implants and grafts,0,1,-1,","
T84.7,"Infection and inflammatory reaction due to other internal orthopaedic prosthetic devices, implants and grafts",T84.7,Infection and inflammatory reaction due to other internal orthopaedic prosthetic devices implants and grafts,0,1,0, implants and grafts
T84.8,"Other complications of internal orthopaedic prosthetic devices, implants and grafts",T84.8,Other complications of internal orthopaedic prosthetic devices implants and grafts,0,1,0,Other complications of internal orthopaedic prosthetic devices
T84.8,"Other complications of internal orthopaedic prosthetic devices, implants and grafts",T84.8,Other complications of internal orthopaedic prosthetic devices implants and grafts,0,1,-1,","
T84.8,"Other complications of internal orthopaedic prosthetic devices, implants and grafts",T84.8,Other complications of internal orthopaedic prosthetic devices implants and grafts,0,1,0, implants and grafts
T84.9,"Unspecified complication of internal orthopaedic prosthetic device, implant and graft",T84.9,Unspecified complication of internal orthopaedic prosthetic device implant and graft,0,1,0,Unspecified complication of internal orthopaedic prosthetic device
T84.9,"Unspecified complication of internal orthopaedic prosthetic device, implant and graft",T84.9,Unspecified complication of internal orthopaedic prosthetic device implant and graft,0,1,-1,","
T84.9,"Unspecified complication of internal orthopaedic prosthetic device, implant and graft",T84.9,Unspecified complication of internal orthopaedic prosthetic device implant and graft,0,1,0, implant and graft
T85.0,Mechanical complication of ventricular intracranial (communicating) shunt,T85.0,Mechanical complication of ventricular intracranial (communicating) shunt,0,0,0,Mechanical complication of ventricular intracranial (communicating) shunt
T85.1,Mechanical complication of implanted electronic stimulator of nervous system,T85.1,Mechanical complication of implanted electronic stimulator of nervous system,0,0,0,Mechanical complication of implanted electronic stimulator of nervous system
T85.2,Mechanical complication of intraocular lens,T85.2,Mechanical complication of intraocular lens,0,0,0,Mechanical complication of intraocular lens
T85.3,"Mechanical complication of other ocular prosthetic devices, implants and grafts",T85.3,Mechanical complication of other ocular prosthetic devices implants and grafts,0,1,0,Mechanical complication of other ocular prosthetic devices
T85.3,"Mechanical complication of other ocular prosthetic devices, implants and grafts",T85.3,Mechanical complication of other ocular prosthetic devices implants and grafts,0,1,-1,","
T85.3,"Mechanical complication of other ocular prosthetic devices, implants and grafts",T85.3,Mechanical complication of other ocular prosthetic devices implants and grafts,0,1,0, implants and grafts
T85.4,Mechanical complication of breast prosthesis and implant,T85.4,Mechanical complication of breast prosthesis and implant,0,0,0,Mechanical complication of breast prosthesis and implant
T85.5,"Mechanical complication of gastrointestinal prosthetic devices, implants and grafts",T85.5,Mechanical complication of gastrointestinal prosthetic devices implants and grafts,0,1,0,Mechanical complication of gastrointestinal prosthetic devices
T85.5,"Mechanical complication of gastrointestinal prosthetic devices, implants and grafts",T85.5,Mechanical complication of gastrointestinal prosthetic devices implants and grafts,0,1,-1,","
T85.5,"Mechanical complication of gastrointestinal prosthetic devices, implants and grafts",T85.5,Mechanical complication of gastrointestinal prosthetic devices implants and grafts,0,1,0, implants and grafts
T85.6,"Mechanical complication of other specified internal prosthetic devices, implants and grafts",T85.6,Mechanical complication of other specified internal prosthetic devices implants and grafts,0,1,0,Mechanical complication of other specified internal prosthetic devices
T85.6,"Mechanical complication of other specified internal prosthetic devices, implants and grafts",T85.6,Mechanical complication of other specified internal prosthetic devices implants and grafts,0,1,-1,","
T85.6,"Mechanical complication of other specified internal prosthetic devices, implants and grafts",T85.6,Mechanical complication of other specified internal prosthetic devices implants and grafts,0,1,0, implants and grafts
T85.7,"Infection and inflammatory reaction due to other internal prosthetic devices, implants and grafts",T85.7,Infection and inflammatory reaction due to other internal prothetic devices implants and grafts,0,2,0,Infection and inflammatory reaction due to other internal pro
T85.7,"Infection and inflammatory reaction due to other internal prosthetic devices, implants and grafts",T85.7,Infection and inflammatory reaction due to other internal prothetic devices implants and grafts,0,2,-1,s
T85.7,"Infection and inflammatory reaction due to other internal prosthetic devices, implants and grafts",T85.7,Infection and inflammatory reaction due to other internal prothetic devices implants and grafts,0,2,0,thetic devices
T85.7,"Infection and inflammatory reaction due to other internal prosthetic devices, implants and grafts",T85.7,Infection and inflammatory reaction due to other internal prothetic devices implants and grafts,0,2,-1,","
T85.7,"Infection and inflammatory reaction due to other internal prosthetic devices, implants and grafts",T85.7,Infection and inflammatory reaction due to other internal prothetic devices implants and grafts,0,2,0, implants and grafts
T85.8,"Other complications of internal prosthetic devices, implants and grafts, not elsewhere classified",T85.8,Other complications of internal prosthetic devices implants and grafts not elsewhere classified,0,2,0,Other complications of internal prosthetic devices
T85.8,"Other complications of internal prosthetic devices, implants and grafts, not elsewhere classified",T85.8,Other complications of internal prosthetic devices implants and grafts not elsewhere classified,0,2,-1,","
T85.8,"Other complications of internal prosthetic devices, implants and grafts, not elsewhere classified",T85.8,Other complications of internal prosthetic devices implants and grafts not elsewhere classified,0,2,0, implants and grafts
T85.8,"Other complications of internal prosthetic devices, implants and grafts, not elsewhere classified",T85.8,Other complications of internal prosthetic devices implants and grafts not elsewhere classified,0,2,-1,","
T85.8,"Other complications of internal prosthetic devices, implants and grafts, not elsewhere classified",T85.8,Other complications of internal prosthetic devices implants and grafts not elsewhere classified,0,2,0, not elsewhere classified
T85.9,"Unspecified complication of internal prosthetic device, implant and graft",T85.9,Unspecified complication of internal prosthetic device implant and graft,0,1,0,Unspecified complication of internal prosthetic device
T85.9,"Unspecified complication of internal prosthetic device, implant and graft",T85.9,Unspecified complication of internal prosthetic device implant and graft,0,1,-1,","
T85.9,"Unspecified complication of internal prosthetic device, implant and graft",T85.9,Unspecified complication of internal prosthetic device implant and graft,0,1,0, implant and graft
T86.0,Bone-marrow transplant rejection,T86.0,Bone-marrow transplant rejection,0,0,0,Bone-marrow transplant rejection
T86.1,Kidney transplant failure and rejection,T86.1,Kidney transplant failure and rejection,0,0,0,Kidney transplant failure and rejection
T86.2,Heart transplant failure and rejection,T86.2,Heart transplant failure and rejection,0,0,0,Heart transplant failure and rejection
T86.3,Heart-lung transplant failure and rejection,T86.3,Heart-lung transplant failure and rejection,0,0,0,Heart-lung transplant failure and rejection
T86.4,Liver transplant failure and rejection,T86.4,Liver transplant failure and rejection,0,0,0,Liver transplant failure and rejection
T86.8,Failure and rejection of other transplanted organs and tissues,T86.8,Failure and rejection of other transplant failure and rejection,0,18,0,Failure and rejection of other transplant
T86.8,Failure and rejection of other transplanted organs and tissues,T86.8,Failure and rejection of other transplant failure and rejection,0,18,-1,ed organs and tissues
T86.8,Failure and rejection of other transplanted organs and tissues,T86.8,Failure and rejection of other transplant failure and rejection,0,18,1, failure and rejection
T86.9,Failure and rejection of unspecified transplanted organ and tissue,T86.9,Failure and rejection of unspecified transplanted organ and tissue,0,0,0,Failure and rejection of unspecified transplanted organ and tissue
T87.0,Complications of reattached (part of) upper extremity,T87.0,Complications of reattached (part of) upper extremity,0,0,0,Complications of reattached (part of) upper extremity
T87.1,Complications of reattached (part of) lower extremity,T87.1,Complications of reattached (part of) lower extremity,0,0,0,Complications of reattached (part of) lower extremity
T87.2,Complications of other reattached body part,T87.2,Complications of other reattached body part,0,0,0,Complications of other reattached body part
T87.3,Neuroma of amputation stump,T87.3,Neuroma  of amputation stump,0,1,0,Neuroma 
T87.3,Neuroma of amputation stump,T87.3,Neuroma  of amputation stump,0,1,1, 
T87.3,Neuroma of amputation stump,T87.3,Neuroma  of amputation stump,0,1,0,of amputation stump
T87.4,Infection of amputation stump,T87.4,Infection of amputation stump,0,0,0,Infection of amputation stump
T87.5,Necrosis of amputation stump,T87.5,Necrosis of amputation stump,0,0,0,Necrosis of amputation stump
T87.6,Other and unspecified complications of amputation stump,T87.6,Other  and unspecified complications of amputation stump,0,1,0,Other 
T87.6,Other and unspecified complications of amputation stump,T87.6,Other  and unspecified complications of amputation stump,0,1,1, 
T87.6,Other and unspecified complications of amputation stump,T87.6,Other  and unspecified complications of amputation stump,0,1,0,and unspecified complications of amputation stump
T88.0,Infection following immunization,T88.0,Infection following immunization,0,0,0,Infection following immunization
T88.1,"Other complications following immunization, not elsewhere classified",T88.1,Other complications following immunization not elsewhere classified,1,1,0,Other complications following immunization
T88.1,"Other complications following immunization, not elsewhere classified",T88.1,Other complications following immunization not elsewhere classified,1,1,-1,","
T88.1,"Other complications following immunization, not elsewhere classified",T88.1,Other complications following immunization not elsewhere classified,1,1,0, not elsewhere classified
T88.2,Shock due to anaesthesia,T88.2,Shock due to anaesthesia,0,0,0,Shock due to anaesthesia
T88.3,Malignant hyperthermia due to anaesthesia,T88.3,Malignant hyperpyrexia due to anaesthesia,5,5,0,Malignant hyper
T88.3,Malignant hyperthermia due to anaesthesia,T88.3,Malignant hyperpyrexia due to anaesthesia,5,5,-1,therm
T88.3,Malignant hyperthermia due to anaesthesia,T88.3,Malignant hyperpyrexia due to anaesthesia,5,5,1,pyrex
T88.3,Malignant hyperthermia due to anaesthesia,T88.3,Malignant hyperpyrexia due to anaesthesia,5,5,0,ia due to anaesthesia
T88.4,Failed or difficult intubation,T88.4,Failed or difficult intubation,0,0,0,Failed or difficult intubation
T88.5,Other complications of anaesthesia,T88.5,Other complications of anaesthesia,0,0,0,Other complications of anaesthesia
T88.6,Anaphylactic shock due to adverse effect of correct drug or medicament properly administered,T88.6,Anaphylactic shock due to adverse effect of correct drug or medicament properly administered,0,0,0,Anaphylactic shock due to adverse effect of correct drug or medicament properly administered
T88.7,Unspecified adverse effect of drug or medicament,T88.7,Unspecified adverse effect of drug or medicament,0,0,0,Unspecified adverse effect of drug or medicament
T88.8,"Other specified complications of surgical and medical care, not elsewhere classified",T88.8,Other spcified complications of sugical and medical care not elsewhere classified,0,3,0,Other sp
T88.8,"Other specified complications of surgical and medical care, not elsewhere classified",T88.8,Other spcified complications of sugical and medical care not elsewhere classified,0,3,-1,e
T88.8,"Other specified complications of surgical and medical care, not elsewhere classified",T88.8,Other spcified complications of sugical and medical care not elsewhere classified,0,3,0,cified complications of su
T88.8,"Other specified complications of surgical and medical care, not elsewhere classified",T88.8,Other spcified complications of sugical and medical care not elsewhere classified,0,3,-1,r
T88.8,"Other specified complications of surgical and medical care, not elsewhere classified",T88.8,Other spcified complications of sugical and medical care not elsewhere classified,0,3,0,gical and medical care
T88.8,"Other specified complications of surgical and medical care, not elsewhere classified",T88.8,Other spcified complications of sugical and medical care not elsewhere classified,0,3,-1,","
T88.8,"Other specified complications of surgical and medical care, not elsewhere classified",T88.8,Other spcified complications of sugical and medical care not elsewhere classified,0,3,0, not elsewhere classified
T88.9,"Complication of surgical and medical care, unspecified",T88.9,Complication of sugical and medical care unspecified,1,2,0,Complication of su
T88.9,"Complication of surgical and medical care, unspecified",T88.9,Complication of sugical and medical care unspecified,1,2,-1,r
T88.9,"Complication of surgical and medical care, unspecified",T88.9,Complication of sugical and medical care unspecified,1,2,0,gical and medical care
T88.9,"Complication of surgical and medical care, unspecified",T88.9,Complication of sugical and medical care unspecified,1,2,-1,","
T88.9,"Complication of surgical and medical care, unspecified",T88.9,Complication of sugical and medical care unspecified,1,2,0, unspecified
T90.0,Sequelae of superficial injury of head,T90.0,Sequelae of superficial injury of head,0,0,0,Sequelae of superficial injury of head
T90.1,Sequelae of open wound of head,T90.1,Sequelae of open wound of head,0,0,0,Sequelae of open wound of head
T90.2,Sequelae of fracture of skull and facial bones,T90.2,Sequelae of fracture of skull and facial bones,0,0,0,Sequelae of fracture of skull and facial bones
T90.3,Sequelae of injury of cranial nerves,T90.3,Sequelae of injury of carnial nerves,0,2,0,Sequelae of injury of c
T90.3,Sequelae of injury of cranial nerves,T90.3,Sequelae of injury of carnial nerves,0,2,-1,r
T90.3,Sequelae of injury of cranial nerves,T90.3,Sequelae of injury of carnial nerves,0,2,0,a
T90.3,Sequelae of injury of cranial nerves,T90.3,Sequelae of injury of carnial nerves,0,2,1,r
T90.3,Sequelae of injury of cranial nerves,T90.3,Sequelae of injury of carnial nerves,0,2,0,nial nerves
T90.4,Sequelae of injury of eye and orbit,T90.4,Sequelae of injury of eye and orbit,0,0,0,Sequelae of injury of eye and orbit
T90.5,Sequelae of intracranial injury,T90.5,Sequelae of intracranial injury,0,0,0,Sequelae of intracranial injury
T90.8,Sequelae of other specified injuries of head,T90.8,Sequelae of other specified injuries of head,0,0,0,Sequelae of other specified injuries of head
T90.9,Sequelae of unspecified injury of head,T90.9,Sequelae of unspecified injury of head,0,0,0,Sequelae of unspecified injury of head
T91.0,Sequelae of superficial injury and open wound of neck and trunk,T91.0,Sequelae of superficial injury and open wound of neck and trunk,0,0,0,Sequelae of superficial injury and open wound of neck and trunk
T91.1,Sequelae of fracture of spine,T91.1,Sequelae of fracture of spine,0,0,0,Sequelae of fracture of spine
T91.2,Sequelae of other fracture of thorax and pelvis,T91.2,Sequelae of other fracture of thorax and pelvis,0,0,0,Sequelae of other fracture of thorax and pelvis
T91.3,Sequelae of injury of spinal cord,T91.3,Sequelae of injury of spinal cord,0,0,0,Sequelae of injury of spinal cord
T91.4,Sequelae of injury of intrathoracic organs,T91.4,Sequelae of injury of intrathoracic organs,0,0,0,Sequelae of injury of intrathoracic organs
T91.5,Sequelae of injury of intra-abdominal and pelvic organs,T91.5,Sequelae of injury of intra-abdominal and pelvic organs,0,0,0,Sequelae of injury of intra-abdominal and pelvic organs
T91.8,Sequelae of other specified injuries of neck and trunk,T91.8,Sequelae of other specified injuries of neck and trunk,0,0,0,Sequelae of other specified injuries of neck and trunk
T91.9,Sequelae of unspecified injury of neck and trunk,T91.9,Sequelae of unsepcified injury of neck and trunk,0,2,0,Sequelae of uns
T91.9,Sequelae of unspecified injury of neck and trunk,T91.9,Sequelae of unsepcified injury of neck and trunk,0,2,-1,p
T91.9,Sequelae of unspecified injury of neck and trunk,T91.9,Sequelae of unsepcified injury of neck and trunk,0,2,0,e
T91.9,Sequelae of unspecified injury of neck and trunk,T91.9,Sequelae of unsepcified injury of neck and trunk,0,2,1,p
T91.9,Sequelae of unspecified injury of neck and trunk,T91.9,Sequelae of unsepcified injury of neck and trunk,0,2,0,cified injury of neck and trunk
T92.0,Sequelae of open wound of upper limb,T92.0,Sequelae of open wound of upper limb,0,0,0,Sequelae of open wound of upper limb
T92.1,Sequelae of fracture of arm,T92.1,Sequelae of fracture of arm,0,0,0,Sequelae of fracture of arm
T92.2,Sequelae of fracture at wrist and hand level,T92.2,Sequelae of fracture at wrist and hand level,0,0,0,Sequelae of fracture at wrist and hand level
T92.3,"Sequelae of dislocation, sprain and strain of upper limb",T92.3,Sequelae of dislocation sprain and strain of upper limb,0,1,0,Sequelae of dislocation
T92.3,"Sequelae of dislocation, sprain and strain of upper limb",T92.3,Sequelae of dislocation sprain and strain of upper limb,0,1,-1,","
T92.3,"Sequelae of dislocation, sprain and strain of upper limb",T92.3,Sequelae of dislocation sprain and strain of upper limb,0,1,0, sprain and strain of upper limb
T92.4,Sequelae of injury of nerve of upper limb,T92.4,Sequelae of injury of nerve of upper limb,0,0,0,Sequelae of injury of nerve of upper limb
T92.5,Sequelae of injury of muscle and tendon of upper limb,T92.5,Sequelae of injury of muscle and tendon of upper limb,0,0,0,Sequelae of injury of muscle and tendon of upper limb
T92.6,Sequelae of crushing injury and traumatic amputation of upper limb,T92.6,Sequelae of crushing injury and traumatic amputation of upper limb,0,0,0,Sequelae of crushing injury and traumatic amputation of upper limb
T92.8,Sequelae of other specified injuries of upper limb,T92.8,Sequelae of other specified injuries of upper limb,0,0,0,Sequelae of other specified injuries of upper limb
T92.9,Sequelae of unspecified injury of upper limb,T92.9,Sequelae of unsepcified injury of upper limb,0,2,0,Sequelae of uns
T92.9,Sequelae of unspecified injury of upper limb,T92.9,Sequelae of unsepcified injury of upper limb,0,2,-1,p
T92.9,Sequelae of unspecified injury of upper limb,T92.9,Sequelae of unsepcified injury of upper limb,0,2,0,e
T92.9,Sequelae of unspecified injury of upper limb,T92.9,Sequelae of unsepcified injury of upper limb,0,2,1,p
T92.9,Sequelae of unspecified injury of upper limb,T92.9,Sequelae of unsepcified injury of upper limb,0,2,0,cified injury of upper limb
T93.0,Sequelae of open wound of lower limb,T93.0,Sequelae of open wound of lower limb,0,0,0,Sequelae of open wound of lower limb
T93.1,Sequelae of fracture of femur,T93.1,Sequelae of fracture of femur,0,0,0,Sequelae of fracture of femur
T93.2,Sequelae of other fractures of lower limb,T93.2,Sequelae of other fractures of lower limb,0,0,0,Sequelae of other fractures of lower limb
T93.3,"Sequelae of dislocation, sprain and strain of lower limb",T93.3,Sequelae of dislocation sprain and strain of lower limb,0,1,0,Sequelae of dislocation
T93.3,"Sequelae of dislocation, sprain and strain of lower limb",T93.3,Sequelae of dislocation sprain and strain of lower limb,0,1,-1,","
T93.3,"Sequelae of dislocation, sprain and strain of lower limb",T93.3,Sequelae of dislocation sprain and strain of lower limb,0,1,0, sprain and strain of lower limb
T93.4,Sequelae of injury of nerve of lower limb,T93.4,Sequelae of injury of nerve of lower limb,0,0,0,Sequelae of injury of nerve of lower limb
T93.5,Sequelae of injury of muscle and tendon of lower limb,T93.5,Sequelae of injury of muscle and tendon of lower limb,0,0,0,Sequelae of injury of muscle and tendon of lower limb
T93.6,Sequelae of crushing injury and traumatic amputation of lower limb,T93.6,Sequelae of crushing injury and tracumatic amputation of lower limb,0,1,0,Sequelae of crushing injury and tra
T93.6,Sequelae of crushing injury and traumatic amputation of lower limb,T93.6,Sequelae of crushing injury and tracumatic amputation of lower limb,0,1,1,c
T93.6,Sequelae of crushing injury and traumatic amputation of lower limb,T93.6,Sequelae of crushing injury and tracumatic amputation of lower limb,0,1,0,umatic amputation of lower limb
T93.8,Sequelae of other specified injuries of lower limb,T93.8,Sequelae of other specified injuries of lower limb,0,0,0,Sequelae of other specified injuries of lower limb
T93.9,Sequelae of unspecified injury of lower limb,T93.9,Sequelae of unspecified injury of lower limb,0,0,0,Sequelae of unspecified injury of lower limb
T94.0,Sequelae of injuries involving multiple body regions,T94.0,Sequelae of injuries involving multiple body regions,0,0,0,Sequelae of injuries involving multiple body regions
T94.1,"Sequelae of injuries, not specified by body region",T94.1,Sequelae of injuries  not specified  by body region,0,2,0,Sequelae of injuries
T94.1,"Sequelae of injuries, not specified by body region",T94.1,Sequelae of injuries  not specified  by body region,0,2,-1,","
T94.1,"Sequelae of injuries, not specified by body region",T94.1,Sequelae of injuries  not specified  by body region,0,2,1, 
T94.1,"Sequelae of injuries, not specified by body region",T94.1,Sequelae of injuries  not specified  by body region,0,2,0, not specified 
T94.1,"Sequelae of injuries, not specified by body region",T94.1,Sequelae of injuries  not specified  by body region,0,2,1, 
T94.1,"Sequelae of injuries, not specified by body region",T94.1,Sequelae of injuries  not specified  by body region,0,2,0,by body region
T95.0,"Sequelae of burn, corrosion and frostbite of head and neck",T95.0,Sequelae of burn corrosion and frostbite of head and neck,0,1,0,Sequelae of burn
T95.0,"Sequelae of burn, corrosion and frostbite of head and neck",T95.0,Sequelae of burn corrosion and frostbite of head and neck,0,1,-1,","
T95.0,"Sequelae of burn, corrosion and frostbite of head and neck",T95.0,Sequelae of burn corrosion and frostbite of head and neck,0,1,0, corrosion and frostbite of head and neck
T95.1,"Sequelae of burn, corrosion and frostbite of trunk",T95.1,Sequelae of burn corrosion and frostbite of trunk,0,1,0,Sequelae of burn
T95.1,"Sequelae of burn, corrosion and frostbite of trunk",T95.1,Sequelae of burn corrosion and frostbite of trunk,0,1,-1,","
T95.1,"Sequelae of burn, corrosion and frostbite of trunk",T95.1,Sequelae of burn corrosion and frostbite of trunk,0,1,0, corrosion and frostbite of trunk
T95.2,"Sequelae of burn, corrosion and frostbite of upper limb",T95.2,Sequelae of burn corrosion and frostbite of upper limb,0,1,0,Sequelae of burn
T95.2,"Sequelae of burn, corrosion and frostbite of upper limb",T95.2,Sequelae of burn corrosion and frostbite of upper limb,0,1,-1,","
T95.2,"Sequelae of burn, corrosion and frostbite of upper limb",T95.2,Sequelae of burn corrosion and frostbite of upper limb,0,1,0, corrosion and frostbite of upper limb
T95.3,"Sequelae of burn, corrosion and frostbite of lower limb",T95.3,Sequelae of burn corrosion and frostbite of lower limb,0,1,0,Sequelae of burn
T95.3,"Sequelae of burn, corrosion and frostbite of lower limb",T95.3,Sequelae of burn corrosion and frostbite of lower limb,0,1,-1,","
T95.3,"Sequelae of burn, corrosion and frostbite of lower limb",T95.3,Sequelae of burn corrosion and frostbite of lower limb,0,1,0, corrosion and frostbite of lower limb
T95.4,Sequelae of burn and corrosion classifiable only according to extent of body surface involved,T95.4,Sequelae of burn and corrosion classifiable only according to extent of body surface involved,0,0,0,Sequelae of burn and corrosion classifiable only according to extent of body surface involved
T95.8,"Sequelae of other specified burn, corrosion and frostbite",T95.8,Sequelae of other specified burn corrosions and frostbite,0,2,0,Sequelae of other specified burn
T95.8,"Sequelae of other specified burn, corrosion and frostbite",T95.8,Sequelae of other specified burn corrosions and frostbite,0,2,-1,","
T95.8,"Sequelae of other specified burn, corrosion and frostbite",T95.8,Sequelae of other specified burn corrosions and frostbite,0,2,0, corrosion
T95.8,"Sequelae of other specified burn, corrosion and frostbite",T95.8,Sequelae of other specified burn corrosions and frostbite,0,2,1,s
T95.8,"Sequelae of other specified burn, corrosion and frostbite",T95.8,Sequelae of other specified burn corrosions and frostbite,0,2,0, and frostbite
T95.9,"Sequelae of unspecified burn, corrosion and frostbite",T95.9,Sequelae of unspecified burn corrosions and frostbite,0,2,0,Sequelae of unspecified burn
T95.9,"Sequelae of unspecified burn, corrosion and frostbite",T95.9,Sequelae of unspecified burn corrosions and frostbite,0,2,-1,","
T95.9,"Sequelae of unspecified burn, corrosion and frostbite",T95.9,Sequelae of unspecified burn corrosions and frostbite,0,2,0, corrosion
T95.9,"Sequelae of unspecified burn, corrosion and frostbite",T95.9,Sequelae of unspecified burn corrosions and frostbite,0,2,1,s
T95.9,"Sequelae of unspecified burn, corrosion and frostbite",T95.9,Sequelae of unspecified burn corrosions and frostbite,0,2,0, and frostbite
T98.0,Sequelae of effects of foreign body entering through natural orifice,T98.0,Sequelae of effects of foreign body entering through natural orifice,0,0,0,Sequelae of effects of foreign body entering through natural orifice
T98.1,Sequelae of other and unspecified effects of external causes,T98.1,Sequelae of other and unsepcified effects of external causes,0,2,0,Sequelae of other and uns
T98.1,Sequelae of other and unspecified effects of external causes,T98.1,Sequelae of other and unsepcified effects of external causes,0,2,-1,p
T98.1,Sequelae of other and unspecified effects of external causes,T98.1,Sequelae of other and unsepcified effects of external causes,0,2,0,e
T98.1,Sequelae of other and unspecified effects of external causes,T98.1,Sequelae of other and unsepcified effects of external causes,0,2,1,p
T98.1,Sequelae of other and unspecified effects of external causes,T98.1,Sequelae of other and unsepcified effects of external causes,0,2,0,cified effects of external causes
T98.2,Sequelae of certain early complications of trauma,T98.2,Sequelae of certain early complications of trauma,0,0,0,Sequelae of certain early complications of trauma
