code,label,description,distance,specific,values
Y56.0,"Local antifungal, anti-infective and anti-inflammatory drugs, not elsewhere classified","Local antifungal, anti-infective and anti-inflammatory drugs. not elsewhere classified",1,-1,","
Y56.0,"Local antifungal, anti-infective and anti-inflammatory drugs, not elsewhere classified","Local antifungal, anti-infective and anti-inflammatory drugs. not elsewhere classified",1,1,.
Y56.0,"Local antifungal, anti-infective and anti-inflammatory drugs, not elsewhere classified","Local antifungal, anti-infective and anti-inflammatory drugs. not elsewhere classified",1,0, not elsewhere classified
Y60.0,During surgical operation,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During surgical operation",90,1,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, "
Y60.0,During surgical operation,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During surgical operation",90,0,During surgical operation
Y60.1,During infusion or transfusion,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During infusion or transfusion",90,1,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, "
Y60.1,During infusion or transfusion,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During infusion or transfusion",90,0,During infusion or transfusion
Y60.2,During kidney dialysis or other perfusion,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During kidney dialysis or other perfusion",90,1,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, "
Y60.2,During kidney dialysis or other perfusion,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During kidney dialysis or other perfusion",90,0,During kidney dialysis or other perfusion
Y60.3,During injection or immunization,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During injection or immunization",90,1,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, "
Y60.3,During injection or immunization,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During injection or immunization",90,0,During injection or immunization
Y60.4,During endoscopic examination,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During endoscopic examination",90,1,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, "
Y60.4,During endoscopic examination,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During endoscopic examination",90,0,During endoscopic examination
Y60.5,During heart catheterization,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During heart catheterization",90,1,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, "
Y60.5,During heart catheterization,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During heart catheterization",90,0,During heart catheterization
Y60.6,"During aspiration, puncture and other catheterization","Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During aspiration, puncture and other catheterization",90,1,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, "
Y60.6,"During aspiration, puncture and other catheterization","Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During aspiration, puncture and other catheterization",90,0,"During aspiration, puncture and other catheterization"
Y60.7,During administration of enema,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During administration of enema",90,1,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, "
Y60.7,During administration of enema,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During administration of enema",90,0,During administration of enema
Y60.8,During other surgical and medical care,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During other surgical and medical care",90,1,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, "
Y60.8,During other surgical and medical care,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During other surgical and medical care",90,0,During other surgical and medical care
Y60.9,During unspecified surgical and medical care,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During unspecified surgical and medical care",90,1,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, "
Y60.9,During unspecified surgical and medical care,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During unspecified surgical and medical care",90,0,During unspecified surgical and medical care
Y61.0,During surgical operation,"Foreign object accidentally left in body during surgical and medical care, During surgical operation",75,1,"Foreign object accidentally left in body during surgical and medical care, "
Y61.0,During surgical operation,"Foreign object accidentally left in body during surgical and medical care, During surgical operation",75,0,During surgical operation
Y61.1,During infusion or transfusion,"Foreign object accidentally left in body during surgical and medical care, During infusion or transfusion",75,1,"Foreign object accidentally left in body during surgical and medical care, "
Y61.1,During infusion or transfusion,"Foreign object accidentally left in body during surgical and medical care, During infusion or transfusion",75,0,During infusion or transfusion
Y61.2,During kidney dialysis or other perfusion,"Foreign object accidentally left in body during surgical and medical care, During kidney dialysis or other perfusion",75,1,"Foreign object accidentally left in body during surgical and medical care, "
Y61.2,During kidney dialysis or other perfusion,"Foreign object accidentally left in body during surgical and medical care, During kidney dialysis or other perfusion",75,0,During kidney dialysis or other perfusion
Y61.3,During injection or immunization,"Foreign object accidentally left in body during surgical and medical care, During injection or immunization",75,1,"Foreign object accidentally left in body during surgical and medical care, "
Y61.3,During injection or immunization,"Foreign object accidentally left in body during surgical and medical care, During injection or immunization",75,0,During injection or immunization
Y61.4,During endoscopic examination,"Foreign object accidentally left in body during surgical and medical care, During endoscopic examination",75,1,"Foreign object accidentally left in body during surgical and medical care, "
Y61.4,During endoscopic examination,"Foreign object accidentally left in body during surgical and medical care, During endoscopic examination",75,0,During endoscopic examination
Y61.5,During heart catheterization,"Foreign object accidentally left in body during surgical and medical care, During heart catheterization",75,1,"Foreign object accidentally left in body during surgical and medical care, "
Y61.5,During heart catheterization,"Foreign object accidentally left in body during surgical and medical care, During heart catheterization",75,0,During heart catheterization
Y61.6,"During aspiration, puncture and other catheterization","Foreign object accidentally left in body during surgical and medical care, During aspiration, puncture and other catheterization",75,1,"Foreign object accidentally left in body during surgical and medical care, "
Y61.6,"During aspiration, puncture and other catheterization","Foreign object accidentally left in body during surgical and medical care, During aspiration, puncture and other catheterization",75,0,"During aspiration, puncture and other catheterization"
Y61.7,During removal of catheter or packing,"Foreign object accidentally left in body during surgical and medical care, During removal of catheter or packing",75,1,"Foreign object accidentally left in body during surgical and medical care, "
Y61.7,During removal of catheter or packing,"Foreign object accidentally left in body during surgical and medical care, During removal of catheter or packing",75,0,During removal of catheter or packing
Y61.8,During other surgical and medical care,"Foreign object accidentally left in body during surgical and medical care, During other surgical and medical care",75,1,"Foreign object accidentally left in body during surgical and medical care, "
Y61.8,During other surgical and medical care,"Foreign object accidentally left in body during surgical and medical care, During other surgical and medical care",75,0,During other surgical and medical care
Y61.9,During unspecified surgical and medical care,"Foreign object accidentally left in body during surgical and medical care, During unspecified surgical and medical care",75,1,"Foreign object accidentally left in body during surgical and medical care, "
Y61.9,During unspecified surgical and medical care,"Foreign object accidentally left in body during surgical and medical care, During unspecified surgical and medical care",75,0,During unspecified surgical and medical care
Y62.0,During surgical operation,"Failure of sterile precautions during surgical and medical care, During surgical operation",65,1,"Failure of sterile precautions during surgical and medical care, "
Y62.0,During surgical operation,"Failure of sterile precautions during surgical and medical care, During surgical operation",65,0,During surgical operation
Y62.1,During infusion or transfusion,"Failure of sterile precautions during surgical and medical care, During infusion or transfusion",65,1,"Failure of sterile precautions during surgical and medical care, "
Y62.1,During infusion or transfusion,"Failure of sterile precautions during surgical and medical care, During infusion or transfusion",65,0,During infusion or transfusion
Y62.2,During kidney dialysis or other perfusion,"Failure of sterile precautions during surgical and medical care, During kidney dialysis or other perfusion",65,1,"Failure of sterile precautions during surgical and medical care, "
Y62.2,During kidney dialysis or other perfusion,"Failure of sterile precautions during surgical and medical care, During kidney dialysis or other perfusion",65,0,During kidney dialysis or other perfusion
Y62.3,During injection or immunization,"Failure of sterile precautions during surgical and medical care, During injection or immunization",65,1,"Failure of sterile precautions during surgical and medical care, "
Y62.3,During injection or immunization,"Failure of sterile precautions during surgical and medical care, During injection or immunization",65,0,During injection or immunization
Y62.4,During endoscopic examination,"Failure of sterile precautions during surgical and medical care, During endoscopic examination",65,1,"Failure of sterile precautions during surgical and medical care, "
Y62.4,During endoscopic examination,"Failure of sterile precautions during surgical and medical care, During endoscopic examination",65,0,During endoscopic examination
Y62.5,During heart catheterization,"Failure of sterile precautions during surgical and medical care, During heart catheterization",65,1,"Failure of sterile precautions during surgical and medical care, "
Y62.5,During heart catheterization,"Failure of sterile precautions during surgical and medical care, During heart catheterization",65,0,During heart catheterization
Y62.6,"During aspiration, puncture and other catheterization","Failure of sterile precautions during surgical and medical care, During aspiration, puncture and other catheterization",65,1,"Failure of sterile precautions during surgical and medical care, "
Y62.6,"During aspiration, puncture and other catheterization","Failure of sterile precautions during surgical and medical care, During aspiration, puncture and other catheterization",65,0,"During aspiration, puncture and other catheterization"
Y62.8,During other surgical and medical care,"Failure of sterile precautions during surgical and medical care, During other surgical and medical care",65,1,"Failure of sterile precautions during surgical and medical care, "
Y62.8,During other surgical and medical care,"Failure of sterile precautions during surgical and medical care, During other surgical and medical care",65,0,During other surgical and medical care
Y62.9,During unspecified surgical and medical care,"Failure of sterile precautions during surgical and medical care, During unspecified surgical and medical care",65,1,"Failure of sterile precautions during surgical and medical care, "
Y62.9,During unspecified surgical and medical care,"Failure of sterile precautions during surgical and medical care, During unspecified surgical and medical care",65,0,During unspecified surgical and medical care
Y63.0,Excessive amount of blood or other fluid given during transfusion or infusion,Failure in dosage during surgical and medical care excessive amount of blood or other fluid given during transfusion or infusion,52,-1,E
Y63.0,Excessive amount of blood or other fluid given during transfusion or infusion,Failure in dosage during surgical and medical care excessive amount of blood or other fluid given during transfusion or infusion,52,1,Failure in dosage during surgical and medical care e
Y63.0,Excessive amount of blood or other fluid given during transfusion or infusion,Failure in dosage during surgical and medical care excessive amount of blood or other fluid given during transfusion or infusion,52,0,xcessive amount of blood or other fluid given during transfusion or infusion
Y63.1,Incorrect dilution of fluid used during infusion,Failure in dosage during surgical and medical care incorrect dilution of fluid used during infusion,52,-1,I
Y63.1,Incorrect dilution of fluid used during infusion,Failure in dosage during surgical and medical care incorrect dilution of fluid used during infusion,52,1,Failure in dosage during surgical and medical care i
Y63.1,Incorrect dilution of fluid used during infusion,Failure in dosage during surgical and medical care incorrect dilution of fluid used during infusion,52,0,ncorrect dilution of fluid used during infusion
Y63.2,Overdose of radiation given during therapy,Failure in dosage during surgical and medical care overdose of radiation given during therapy,52,-1,O
Y63.2,Overdose of radiation given during therapy,Failure in dosage during surgical and medical care overdose of radiation given during therapy,52,1,Failure in dosage during surgical and medical care o
Y63.2,Overdose of radiation given during therapy,Failure in dosage during surgical and medical care overdose of radiation given during therapy,52,0,verdose of radiation given during therapy
Y63.3,Inadvertent exposure of patient to radiation during medical care,Failure in dosage during surgical and medical care iadvertent exposure of patient ot radiation during medical care,53,-1,I
Y63.3,Inadvertent exposure of patient to radiation during medical care,Failure in dosage during surgical and medical care iadvertent exposure of patient ot radiation during medical care,53,1,Failure i
Y63.3,Inadvertent exposure of patient to radiation during medical care,Failure in dosage during surgical and medical care iadvertent exposure of patient ot radiation during medical care,53,0,n
Y63.3,Inadvertent exposure of patient to radiation during medical care,Failure in dosage during surgical and medical care iadvertent exposure of patient ot radiation during medical care,53,1, dosage during surgical and medical care i
Y63.3,Inadvertent exposure of patient to radiation during medical care,Failure in dosage during surgical and medical care iadvertent exposure of patient ot radiation during medical care,53,0,advertent exposure of patient 
Y63.3,Inadvertent exposure of patient to radiation during medical care,Failure in dosage during surgical and medical care iadvertent exposure of patient ot radiation during medical care,53,-1,t
Y63.3,Inadvertent exposure of patient to radiation during medical care,Failure in dosage during surgical and medical care iadvertent exposure of patient ot radiation during medical care,53,0,o
Y63.3,Inadvertent exposure of patient to radiation during medical care,Failure in dosage during surgical and medical care iadvertent exposure of patient ot radiation during medical care,53,1,t
Y63.3,Inadvertent exposure of patient to radiation during medical care,Failure in dosage during surgical and medical care iadvertent exposure of patient ot radiation during medical care,53,0, radiation during medical care
Y63.4,Failure in dosage in electroshock or insulin-shock therapy,Failure in dosage during surgical and medical care failure in dosage in electroshock or insulin-shock therapy,51,0,Failure in dosage 
Y63.4,Failure in dosage in electroshock or insulin-shock therapy,Failure in dosage during surgical and medical care failure in dosage in electroshock or insulin-shock therapy,51,1,during surgical and medical care failure in dosage 
Y63.4,Failure in dosage in electroshock or insulin-shock therapy,Failure in dosage during surgical and medical care failure in dosage in electroshock or insulin-shock therapy,51,0,in electroshock or insulin-shock therapy
Y63.5,Inappropriate temperature in local application and packing,Failure in dosage during surgical and medical care inappropriate temperatuer in local application and packing,54,-1,I
Y63.5,Inappropriate temperature in local application and packing,Failure in dosage during surgical and medical care inappropriate temperatuer in local application and packing,54,1,Failure in dosage during surgical and medical care i
Y63.5,Inappropriate temperature in local application and packing,Failure in dosage during surgical and medical care inappropriate temperatuer in local application and packing,54,0,nappropriate temperatu
Y63.5,Inappropriate temperature in local application and packing,Failure in dosage during surgical and medical care inappropriate temperatuer in local application and packing,54,-1,r
Y63.5,Inappropriate temperature in local application and packing,Failure in dosage during surgical and medical care inappropriate temperatuer in local application and packing,54,0,e
Y63.5,Inappropriate temperature in local application and packing,Failure in dosage during surgical and medical care inappropriate temperatuer in local application and packing,54,1,r
Y63.5,Inappropriate temperature in local application and packing,Failure in dosage during surgical and medical care inappropriate temperatuer in local application and packing,54,0, in local application and packing
Y63.6,"Nonadministration of necessary drug, medicament or biological substance","Failure in dosage during surgical and medical care nonadministration of necessary drug, medicament or biological substance",52,-1,N
Y63.6,"Nonadministration of necessary drug, medicament or biological substance","Failure in dosage during surgical and medical care nonadministration of necessary drug, medicament or biological substance",52,1,Failure in dosage during surgical and medical care n
Y63.6,"Nonadministration of necessary drug, medicament or biological substance","Failure in dosage during surgical and medical care nonadministration of necessary drug, medicament or biological substance",52,0,"onadministration of necessary drug, medicament or biological substance"
Y63.8,Failure in dosage during other surgical and medical care,Failure in dosage during surgical and medical care failure in dosage during other surgical and medical care,51,0,Failure in dosage during 
Y63.8,Failure in dosage during other surgical and medical care,Failure in dosage during surgical and medical care failure in dosage during other surgical and medical care,51,1,surgical and medical care failure in dosage during 
Y63.8,Failure in dosage during other surgical and medical care,Failure in dosage during surgical and medical care failure in dosage during other surgical and medical care,51,0,other surgical and medical care
Y63.9,Failure in dosage during unspecified surgical and medical care,Failure in dosage during surgical and medical care failure in dosage during unspecified surgical and medical care,51,0,Failure in dosage during 
Y63.9,Failure in dosage during unspecified surgical and medical care,Failure in dosage during surgical and medical care failure in dosage during unspecified surgical and medical care,51,1,surgical and medical care failure in dosage during 
Y63.9,Failure in dosage during unspecified surgical and medical care,Failure in dosage during surgical and medical care failure in dosage during unspecified surgical and medical care,51,0,unspecified surgical and medical care
C09.1,Tonsillar pillar (anterior)(posterior),Tonsillar pillar (anterior) (posterior) ,2,0,Tonsillar pillar (anterior)
C09.1,Tonsillar pillar (anterior)(posterior),Tonsillar pillar (anterior) (posterior) ,2,1, 
C09.1,Tonsillar pillar (anterior)(posterior),Tonsillar pillar (anterior) (posterior) ,2,0,(posterior)
C09.1,Tonsillar pillar (anterior)(posterior),Tonsillar pillar (anterior) (posterior) ,2,1, 
C10.8,Overlapping lesion of oropharynx,Overlapping lesion of of oropharynx ,4,0,Overlapping lesion of o
C10.8,Overlapping lesion of oropharynx,Overlapping lesion of of oropharynx ,4,1,f o
C10.8,Overlapping lesion of oropharynx,Overlapping lesion of of oropharynx ,4,0,ropharynx
C10.8,Overlapping lesion of oropharynx,Overlapping lesion of of oropharynx ,4,1, 
C14.2,Waldeyer ring,Waldeyer's ring ,3,0,Waldeyer
C14.2,Waldeyer ring,Waldeyer's ring ,3,1,'s
C14.2,Waldeyer ring,Waldeyer's ring ,3,0, ring
C14.2,Waldeyer ring,Waldeyer's ring ,3,1, 
C15.2,Abdominal part of oesophagus,Abdominal  part of oesophagus,1,0,Abdominal 
C15.2,Abdominal part of oesophagus,Abdominal  part of oesophagus,1,1, 
C15.2,Abdominal part of oesophagus,Abdominal  part of oesophagus,1,0,part of oesophagus
C15.5,Lower third of oesophagus,Lower third  of oesophagus ,2,0,Lower third 
C15.5,Lower third of oesophagus,Lower third  of oesophagus ,2,1, 
C15.5,Lower third of oesophagus,Lower third  of oesophagus ,2,0,of oesophagus
C15.5,Lower third of oesophagus,Lower third  of oesophagus ,2,1, 
C15.8,Overlapping lesion of oesophagus,Overlapping lesion  of oesophagus ,2,0,Overlapping lesion 
C15.8,Overlapping lesion of oesophagus,Overlapping lesion  of oesophagus ,2,1, 
C15.8,Overlapping lesion of oesophagus,Overlapping lesion  of oesophagus ,2,0,of oesophagus
C15.8,Overlapping lesion of oesophagus,Overlapping lesion  of oesophagus ,2,1, 
C17.2,Ileum,IIeum ,2,0,I
C17.2,Ileum,IIeum ,2,-1,l
C17.2,Ileum,IIeum ,2,1,I
C17.2,Ileum,IIeum ,2,0,eum
C17.2,Ileum,IIeum ,2,1, 
C17.3,Meckel diverticulum,Meckel's diverticulum,2,0,Meckel
C17.3,Meckel diverticulum,Meckel's diverticulum,2,1,'s
C17.3,Meckel diverticulum,Meckel's diverticulum,2,0, diverticulum
C17.9,"Small intestine, unspecified",Small intestine unspecified,1,0,Small intestine
C17.9,"Small intestine, unspecified",Small intestine unspecified,1,-1,","
C17.9,"Small intestine, unspecified",Small intestine unspecified,1,0, unspecified
C22.9,"Liver, unspecified","Liver,  unspecified",1,0,"Liver, "
C22.9,"Liver, unspecified","Liver,  unspecified",1,1, 
C22.9,"Liver, unspecified","Liver,  unspecified",1,0,unspecified
C24.9,"Biliary tract, unspecified","Biliary tract,  unspecified",1,0,"Biliary tract, "
C24.9,"Biliary tract, unspecified","Biliary tract,  unspecified",1,1, 
C24.9,"Biliary tract, unspecified","Biliary tract,  unspecified",1,0,unspecified
C25.0,Head of pancreas,Head of  pancreas ,2,0,Head of 
C25.0,Head of pancreas,Head of  pancreas ,2,1, 
C25.0,Head of pancreas,Head of  pancreas ,2,0,pancreas
C25.0,Head of pancreas,Head of  pancreas ,2,1, 
C25.1,Body of pancreas,Body of  pancreas ,2,0,Body of 
C25.1,Body of pancreas,Body of  pancreas ,2,1, 
C25.1,Body of pancreas,Body of  pancreas ,2,0,pancreas
C25.1,Body of pancreas,Body of  pancreas ,2,1, 
C25.2,Tail of pancreas,Tail of  pancreas ,2,0,Tail of 
C25.2,Tail of pancreas,Tail of  pancreas ,2,1, 
C25.2,Tail of pancreas,Tail of  pancreas ,2,0,pancreas
C25.2,Tail of pancreas,Tail of  pancreas ,2,1, 
C25.4,Endocrine pancreas,Endocrine  pancreas ,2,0,Endocrine 
C25.4,Endocrine pancreas,Endocrine  pancreas ,2,1, 
C25.4,Endocrine pancreas,Endocrine  pancreas ,2,0,pancreas
C25.4,Endocrine pancreas,Endocrine  pancreas ,2,1, 
C25.7,Other parts of pancreas,Other parts of  pancreas,1,0,Other parts of 
C25.7,Other parts of pancreas,Other parts of  pancreas,1,1, 
C25.7,Other parts of pancreas,Other parts of  pancreas,1,0,pancreas
C25.8,Overlapping lesion of pancreas,Overlapping lesion of  pancreas ,2,0,Overlapping lesion of 
C25.8,Overlapping lesion of pancreas,Overlapping lesion of  pancreas ,2,1, 
C25.8,Overlapping lesion of pancreas,Overlapping lesion of  pancreas ,2,0,pancreas
C25.8,Overlapping lesion of pancreas,Overlapping lesion of  pancreas ,2,1, 
C26.0,"Intestinal tract, part unspecified","Intestinal tract part, unspecified",2,0,Intestinal tract
C26.0,"Intestinal tract, part unspecified","Intestinal tract part, unspecified",2,-1,","
C26.0,"Intestinal tract, part unspecified","Intestinal tract part, unspecified",2,0, part
C26.0,"Intestinal tract, part unspecified","Intestinal tract part, unspecified",2,1,","
C26.0,"Intestinal tract, part unspecified","Intestinal tract part, unspecified",2,0, unspecified
C31.9,"Accessory sinus, unspecified",Accessory sinus unspecified,1,0,Accessory sinus
C31.9,"Accessory sinus, unspecified",Accessory sinus unspecified,1,-1,","
C31.9,"Accessory sinus, unspecified",Accessory sinus unspecified,1,0, unspecified
C32.8,Overlapping lesion of larynx,Overalapping lesion of larynx ,2,0,Over
C32.8,Overlapping lesion of larynx,Overalapping lesion of larynx ,2,1,a
C32.8,Overlapping lesion of larynx,Overalapping lesion of larynx ,2,0,lapping lesion of larynx
C32.8,Overlapping lesion of larynx,Overalapping lesion of larynx ,2,1, 
C34.1,"Upper lobe, bronchus or lung","Upper lobe,  bronchus or lung",1,0,"Upper lobe, "
C34.1,"Upper lobe, bronchus or lung","Upper lobe,  bronchus or lung",1,1, 
C34.1,"Upper lobe, bronchus or lung","Upper lobe,  bronchus or lung",1,0,bronchus or lung
C34.2,"Middle lobe, bronchus or lung","Middle lobe,  bronchus or lung ",2,0,"Middle lobe, "
C34.2,"Middle lobe, bronchus or lung","Middle lobe,  bronchus or lung ",2,1, 
C34.2,"Middle lobe, bronchus or lung","Middle lobe,  bronchus or lung ",2,0,bronchus or lung
C34.2,"Middle lobe, bronchus or lung","Middle lobe,  bronchus or lung ",2,1, 
C34.8,Overlapping lesion of bronchus and lung,Overlapping lesion of  bronchus and lung,1,0,Overlapping lesion of 
C34.8,Overlapping lesion of bronchus and lung,Overlapping lesion of  bronchus and lung,1,1, 
C34.8,Overlapping lesion of bronchus and lung,Overlapping lesion of  bronchus and lung,1,0,bronchus and lung
C38.3,"Mediastinum, part unspecified","Mediastinum,  part unspecified",1,0,"Mediastinum, "
C38.3,"Mediastinum, part unspecified","Mediastinum,  part unspecified",1,1, 
C38.3,"Mediastinum, part unspecified","Mediastinum,  part unspecified",1,0,part unspecified
C40.9,"Bone and articular cartilage of limb, unspecified",Bone and articular cartilage of limb unspecified,1,0,Bone and articular cartilage of limb
C40.9,"Bone and articular cartilage of limb, unspecified",Bone and articular cartilage of limb unspecified,1,-1,","
C40.9,"Bone and articular cartilage of limb, unspecified",Bone and articular cartilage of limb unspecified,1,0, unspecified
C43.6,"Malignant melanoma of upper limb, including shoulder","Malignant melanoma of upper limb, inculuding shoulder",1,0,"Malignant melanoma of upper limb, inc"
C43.6,"Malignant melanoma of upper limb, including shoulder","Malignant melanoma of upper limb, inculuding shoulder",1,1,u
C43.6,"Malignant melanoma of upper limb, including shoulder","Malignant melanoma of upper limb, inculuding shoulder",1,0,luding shoulder
C43.9,"Malignant melanoma of skin, unspecified","Malignant melanoma of skin , unspecified",1,0,Malignant melanoma of skin
C43.9,"Malignant melanoma of skin, unspecified","Malignant melanoma of skin , unspecified",1,1, 
C43.9,"Malignant melanoma of skin, unspecified","Malignant melanoma of skin , unspecified",1,0,", unspecified"
C46.0,Kaposi sarcoma of skin,Kaposi's sarcoma of skin,2,0,Kaposi
C46.0,Kaposi sarcoma of skin,Kaposi's sarcoma of skin,2,1,'s
C46.0,Kaposi sarcoma of skin,Kaposi's sarcoma of skin,2,0, sarcoma of skin
C46.1,Kaposi sarcoma of soft tissue,Kaposi's sarcoma of soft tissue,2,0,Kaposi
C46.1,Kaposi sarcoma of soft tissue,Kaposi's sarcoma of soft tissue,2,1,'s
C46.1,Kaposi sarcoma of soft tissue,Kaposi's sarcoma of soft tissue,2,0, sarcoma of soft tissue
C46.2,Kaposi sarcoma of palate,Kaposi's sarcoma of palate,2,0,Kaposi
C46.2,Kaposi sarcoma of palate,Kaposi's sarcoma of palate,2,1,'s
C46.2,Kaposi sarcoma of palate,Kaposi's sarcoma of palate,2,0, sarcoma of palate
C46.3,Kaposi sarcoma of lymph nodes,Kaposi's sarcoma of lymph nodes,2,0,Kaposi
C46.3,Kaposi sarcoma of lymph nodes,Kaposi's sarcoma of lymph nodes,2,1,'s
C46.3,Kaposi sarcoma of lymph nodes,Kaposi's sarcoma of lymph nodes,2,0, sarcoma of lymph nodes
C46.7,Kaposi sarcoma of other sites,Kaposi's sarcoma of other sites,2,0,Kaposi
C46.7,Kaposi sarcoma of other sites,Kaposi's sarcoma of other sites,2,1,'s
C46.7,Kaposi sarcoma of other sites,Kaposi's sarcoma of other sites,2,0, sarcoma of other sites
C46.8,Kaposi sarcoma of multiple organs,Kaposi's sarcoma of multiple organs,2,0,Kaposi
C46.8,Kaposi sarcoma of multiple organs,Kaposi's sarcoma of multiple organs,2,1,'s
C46.8,Kaposi sarcoma of multiple organs,Kaposi's sarcoma of multiple organs,2,0, sarcoma of multiple organs
C46.9,"Kaposi sarcoma, unspecified","Kaposi's sarcoma, unspecified",2,0,Kaposi
C46.9,"Kaposi sarcoma, unspecified","Kaposi's sarcoma, unspecified",2,1,'s
C46.9,"Kaposi sarcoma, unspecified","Kaposi's sarcoma, unspecified",2,0," sarcoma, unspecified"
C47.1,"Peripheral nerves of upper limb, including shoulder","Peripheral nerves of upper limb,  including shoulder",1,0,"Peripheral nerves of upper limb, "
C47.1,"Peripheral nerves of upper limb, including shoulder","Peripheral nerves of upper limb,  including shoulder",1,1, 
C47.1,"Peripheral nerves of upper limb, including shoulder","Peripheral nerves of upper limb,  including shoulder",1,0,including shoulder
C47.2,"Peripheral nerves of lower limb, including hip","Peripheral nerves of of lower limb, inculiding hip ",6,0,Peripheral nerves of 
C47.2,"Peripheral nerves of lower limb, including hip","Peripheral nerves of of lower limb, inculiding hip ",6,1,of 
C47.2,"Peripheral nerves of lower limb, including hip","Peripheral nerves of of lower limb, inculiding hip ",6,0,"lower limb, inc"
C47.2,"Peripheral nerves of lower limb, including hip","Peripheral nerves of of lower limb, inculiding hip ",6,1,u
C47.2,"Peripheral nerves of lower limb, including hip","Peripheral nerves of of lower limb, inculiding hip ",6,0,l
C47.2,"Peripheral nerves of lower limb, including hip","Peripheral nerves of of lower limb, inculiding hip ",6,-1,u
C47.2,"Peripheral nerves of lower limb, including hip","Peripheral nerves of of lower limb, inculiding hip ",6,1,i
C47.2,"Peripheral nerves of lower limb, including hip","Peripheral nerves of of lower limb, inculiding hip ",6,0,ding hip
C47.2,"Peripheral nerves of lower limb, including hip","Peripheral nerves of of lower limb, inculiding hip ",6,1, 
C47.3,Peripheral nerves of thorax,Peripheral nerves of of thorax ,4,0,Peripheral nerves of 
C47.3,Peripheral nerves of thorax,Peripheral nerves of of thorax ,4,1,of 
C47.3,Peripheral nerves of thorax,Peripheral nerves of of thorax ,4,0,thorax
C47.3,Peripheral nerves of thorax,Peripheral nerves of of thorax ,4,1, 
C47.4,Peripheral nerves of abdomen,Peripheral nerves of of abdomen ,4,0,Peripheral nerves of 
C47.4,Peripheral nerves of abdomen,Peripheral nerves of of abdomen ,4,1,of 
C47.4,Peripheral nerves of abdomen,Peripheral nerves of of abdomen ,4,0,abdomen
C47.4,Peripheral nerves of abdomen,Peripheral nerves of of abdomen ,4,1, 
C47.9,"Peripheral nerves and autonomic nervous system, unspecified",Peripheral nerves and autonomic nervous system unspecified,1,0,Peripheral nerves and autonomic nervous system
C47.9,"Peripheral nerves and autonomic nervous system, unspecified",Peripheral nerves and autonomic nervous system unspecified,1,-1,","
C47.9,"Peripheral nerves and autonomic nervous system, unspecified",Peripheral nerves and autonomic nervous system unspecified,1,0, unspecified
C60.9,"Penis, unspecified",Penis unspecified,1,0,Penis
C60.9,"Penis, unspecified",Penis unspecified,1,-1,","
C60.9,"Penis, unspecified",Penis unspecified,1,0, unspecified
C71.9,"Brain, unspecified",Brain  unspecified,1,0,Brain
C71.9,"Brain, unspecified",Brain  unspecified,1,-1,","
C71.9,"Brain, unspecified",Brain  unspecified,1,1, 
C71.9,"Brain, unspecified",Brain  unspecified,1,0, unspecified
C74.9,"Adrenal gland, unspecified",Adrenal gland  unspecified,1,0,Adrenal gland
C74.9,"Adrenal gland, unspecified",Adrenal gland  unspecified,1,-1,","
C74.9,"Adrenal gland, unspecified",Adrenal gland  unspecified,1,1, 
C74.9,"Adrenal gland, unspecified",Adrenal gland  unspecified,1,0, unspecified
C75.8,"Pluriglandular involvement, unspecified",Pluriglandular  involvement unspecified,2,0,Pluriglandular 
C75.8,"Pluriglandular involvement, unspecified",Pluriglandular  involvement unspecified,2,1, 
