code,label,descruption,distance,specific,values 
Y,By official authorities,Other maltreatment syndromes By official authorities,29,0,By official authorities
Y,By other specified persons,Other maltreatment syndromes By official authorities,41,-1,By o
Y,By other specified persons,Other maltreatment syndromes By official authorities,41,1,O
Y,By other specified persons,Other maltreatment syndromes By official authorities,41,0,ther 
Y,By other specified persons,Other maltreatment syndromes By official authorities,41,-1,specified person
Y,By other specified persons,Other maltreatment syndromes By official authorities,41,1,maltreatment syndromes By official authoritie
Y,By other specified persons,Other maltreatment syndromes By official authorities,41,0,s
Y,By unspecified person,Other maltreatment syndromes By unspecified person,29,1,Other maltreatment syndromes 
Y,By unspecified person,Other maltreatment syndromes By unspecified person,29,0,By unspecified person
Y,War operations involving other explosions and fragments,War operations involving other explosions and feagments,1,0,War operations involving other explosions and f
Y,War operations involving other explosions and fragments,War operations involving other explosions and feagments,1,-1,r
Y,War operations involving other explosions and fragments,War operations involving other explosions and feagments,1,1,e
Y,War operations involving other explosions and fragments,War operations involving other explosions and feagments,1,0,agments
Y,War operations occurring after cessation of hostilities,War operations occurring after cessation of hostillities,1,0,War operations occurring after cessation of hostil
Y,War operations occurring after cessation of hostilities,War operations occurring after cessation of hostillities,1,1,l
Y,War operations occurring after cessation of hostilities,War operations occurring after cessation of hostillities,1,0,ities
Y,Sequelae of adverse incidents associated with medical devices in diagnostic and therapeutic use,Sequelae of adverse incidents associared with medical devices in diagnostic and therapeutic use,1,0,Sequelae of adverse incidents associa
Y,Sequelae of adverse incidents associated with medical devices in diagnostic and therapeutic use,Sequelae of adverse incidents associared with medical devices in diagnostic and therapeutic use,1,-1,t
Y,Sequelae of adverse incidents associated with medical devices in diagnostic and therapeutic use,Sequelae of adverse incidents associared with medical devices in diagnostic and therapeutic use,1,1,r
Y,Sequelae of adverse incidents associated with medical devices in diagnostic and therapeutic use,Sequelae of adverse incidents associared with medical devices in diagnostic and therapeutic use,1,0,ed with medical devices in diagnostic and therapeutic use
Y,"Sequelae of surgical and medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure","Sequelae of surgical and medical procedures as the cause of abnormal reaction of the patient, or of later complication without mention of misadventure at the time of the procedure",1,0,"Sequelae of surgical and medical procedures as the cause of abnormal reaction of the patient, or of later complication"
Y,"Sequelae of surgical and medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure","Sequelae of surgical and medical procedures as the cause of abnormal reaction of the patient, or of later complication without mention of misadventure at the time of the procedure",1,-1,","
Y,"Sequelae of surgical and medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure","Sequelae of surgical and medical procedures as the cause of abnormal reaction of the patient, or of later complication without mention of misadventure at the time of the procedure",1,0, without mention of misadventure at the time of the procedure
Y,Blood alcohol level of less than 20 mg/100 ml, Evidence of alcohol involvement determined by blood alcohol level of less than 20 mg/100 ml,48,-1,B
Y,Blood alcohol level of less than 20 mg/100 ml, Evidence of alcohol involvement determined by blood alcohol level of less than 20 mg/100 ml,48,1, Evidence of alcohol involvement determined by b
Y,Blood alcohol level of less than 20 mg/100 ml, Evidence of alcohol involvement determined by blood alcohol level of less than 20 mg/100 ml,48,0,lood alcohol level of less than 20 mg/100 ml
Y,Blood alcohol level of 20-39 mg/100 ml, Evidence of alcohol involvement determined by blood alcohol level of 20-39 mg/100 ml,48,-1,B
Y,Blood alcohol level of 20-39 mg/100 ml, Evidence of alcohol involvement determined by blood alcohol level of 20-39 mg/100 ml,48,1, Evidence of alcohol involvement determined by b
Y,Blood alcohol level of 20-39 mg/100 ml, Evidence of alcohol involvement determined by blood alcohol level of 20-39 mg/100 ml,48,0,lood alcohol level of 20-39 mg/100 ml
Y,Blood alcohol level of 40-59 mg/100 ml, Evidence of alcohol involvement determined by blood alcohol level of 40-59 mg/100 ml,48,-1,B
Y,Blood alcohol level of 40-59 mg/100 ml, Evidence of alcohol involvement determined by blood alcohol level of 40-59 mg/100 ml,48,1, Evidence of alcohol involvement determined by b
Y,Blood alcohol level of 40-59 mg/100 ml, Evidence of alcohol involvement determined by blood alcohol level of 40-59 mg/100 ml,48,0,lood alcohol level of 40-59 mg/100 ml
Y,Blood alcohol level of 60-79 mg/100 ml, Evidence of alcohol involvement determined by blood alcohol level of 60-79 mg/100 ml,48,-1,B
Y,Blood alcohol level of 60-79 mg/100 ml, Evidence of alcohol involvement determined by blood alcohol level of 60-79 mg/100 ml,48,1, Evidence of alcohol involvement determined by b
Y,Blood alcohol level of 60-79 mg/100 ml, Evidence of alcohol involvement determined by blood alcohol level of 60-79 mg/100 ml,48,0,lood alcohol level of 60-79 mg/100 ml
Y,Blood alcohol level of 80-99 mg/100 ml, Evidence of alcohol involvement determined by blood alcohol level of 80-99 mg/100 ml,48,-1,B
Y,Blood alcohol level of 80-99 mg/100 ml, Evidence of alcohol involvement determined by blood alcohol level of 80-99 mg/100 ml,48,1, Evidence of alcohol involvement determined by b
Y,Blood alcohol level of 80-99 mg/100 ml, Evidence of alcohol involvement determined by blood alcohol level of 80-99 mg/100 ml,48,0,lood alcohol level of 80-99 mg/100 ml
Y,Blood alcohol level of 100-119 mg/100 ml, Evidence of alcohol involvement determined by blood alcohol level of 100-119 mg/100 ml,48,-1,B
Y,Blood alcohol level of 100-119 mg/100 ml, Evidence of alcohol involvement determined by blood alcohol level of 100-119 mg/100 ml,48,1, Evidence of alcohol involvement determined by b
Y,Blood alcohol level of 100-119 mg/100 ml, Evidence of alcohol involvement determined by blood alcohol level of 100-119 mg/100 ml,48,0,lood alcohol level of 100-119 mg/100 ml
Y,Blood alcohol level of 120-199 mg/100 ml, Evidence of alcohol involvement determined by blood alcohol level of 120-199 mg/100 ml,48,-1,B
Y,Blood alcohol level of 120-199 mg/100 ml, Evidence of alcohol involvement determined by blood alcohol level of 120-199 mg/100 ml,48,1, Evidence of alcohol involvement determined by b
Y,Blood alcohol level of 120-199 mg/100 ml, Evidence of alcohol involvement determined by blood alcohol level of 120-199 mg/100 ml,48,0,lood alcohol level of 120-199 mg/100 ml
Y,Blood alcohol level of 200-239 mg/100 ml, Evidence of alcohol involvement determined by blood alcohol level of 200-239 mg/100 ml,48,-1,B
Y,Blood alcohol level of 200-239 mg/100 ml, Evidence of alcohol involvement determined by blood alcohol level of 200-239 mg/100 ml,48,1, Evidence of alcohol involvement determined by b
Y,Blood alcohol level of 200-239 mg/100 ml, Evidence of alcohol involvement determined by blood alcohol level of 200-239 mg/100 ml,48,0,lood alcohol level of 200-239 mg/100 ml
Y,Blood alcohol level of 240 mg/100 ml or more, Evidence of alcohol involvement determined by blood alcohol level of 240 mg/100 ml or more,48,-1,B
Y,Blood alcohol level of 240 mg/100 ml or more, Evidence of alcohol involvement determined by blood alcohol level of 240 mg/100 ml or more,48,1, Evidence of alcohol involvement determined by b
Y,Blood alcohol level of 240 mg/100 ml or more, Evidence of alcohol involvement determined by blood alcohol level of 240 mg/100 ml or more,48,0,lood alcohol level of 240 mg/100 ml or more
Y,"Presence of alcohol in blood, level not specified","Evidence of alcohol involvement determined by presence of alcohol in blood, level not specified",47,-1,P
Y,"Presence of alcohol in blood, level not specified","Evidence of alcohol involvement determined by presence of alcohol in blood, level not specified",47,1,Evidence of alcohol involvement determined by p
Y,"Presence of alcohol in blood, level not specified","Evidence of alcohol involvement determined by presence of alcohol in blood, level not specified",47,0,"resence of alcohol in blood, level not specified"
Y,Penicillins,Systemic antibiotics by Penicillins,24,1,Systemic antibiotics by 
Y,Penicillins,Systemic antibiotics by Penicillins,24,0,Penicillins
Y,Cefalosporins and other beta-lactam antibiotics,Systemic antibiotics by Cefalosporins and other ?–lactam antibiotics,29,1,Systemic antibiotics by 
Y,Cefalosporins and other beta-lactam antibiotics,Systemic antibiotics by Cefalosporins and other ?–lactam antibiotics,29,0,Cefalosporins and other 
Y,Cefalosporins and other beta-lactam antibiotics,Systemic antibiotics by Cefalosporins and other ?–lactam antibiotics,29,-1,beta-
Y,Cefalosporins and other beta-lactam antibiotics,Systemic antibiotics by Cefalosporins and other ?–lactam antibiotics,29,1,?–
Y,Cefalosporins and other beta-lactam antibiotics,Systemic antibiotics by Cefalosporins and other ?–lactam antibiotics,29,0,lactam antibiotics
Y,Chloramphenicol group,Systemic antibiotics by Chloramphenicol group,24,1,Systemic antibiotics by 
Y,Chloramphenicol group,Systemic antibiotics by Chloramphenicol group,24,0,Chloramphenicol group
Y,Macrolides,Systemic antibiotics by Macrolides,24,1,Systemic antibiotics by 
Y,Macrolides,Systemic antibiotics by Macrolides,24,0,Macrolides
Y,Tetracyclines,Systemic antibiotics by Tetracyclines,24,1,Systemic antibiotics by 
Y,Tetracyclines,Systemic antibiotics by Tetracyclines,24,0,Tetracyclines
Y,Aminoglycosides,Systemic antibiotics by Aminoglycosides,24,1,Systemic antibiotics by 
Y,Aminoglycosides,Systemic antibiotics by Aminoglycosides,24,0,Aminoglycosides
Y,Rifamycins,Systemic antibiotics by Rifamycins,24,1,Systemic antibiotics by 
Y,Rifamycins,Systemic antibiotics by Rifamycins,24,0,Rifamycins
Y,"Antifungal antibiotics, systemically used","Systemic antibiotics by Antifungal antibiotics, systemically used",24,1,Systemic antibiotics by 
Y,"Antifungal antibiotics, systemically used","Systemic antibiotics by Antifungal antibiotics, systemically used",24,0,"Antifungal antibiotics, systemically used"
Y,Other systemic antibiotics,Systemic antibiotics Other systemic antibiotics,21,1,Systemic antibiotics 
Y,Other systemic antibiotics,Systemic antibiotics Other systemic antibiotics,21,0,Other systemic antibiotics
Y,Sulfonamides,Other systemic anti-infectives and antiparasitics by Sulfonamides,53,1,Other systemic anti-infectives and antiparasitics by 
Y,Sulfonamides,Other systemic anti-infectives and antiparasitics by Sulfonamides,53,0,Sulfonamides
Y,Antimycobacterial drugs,Other systemic anti-infectives and antiparasitics by Antimycobacterial drugs,53,1,Other systemic anti-infectives and antiparasitics by 
Y,Antimycobacterial drugs,Other systemic anti-infectives and antiparasitics by Antimycobacterial drugs,53,0,Antimycobacterial drugs
Y,Antimalarials and drugs acting on other blood protozoa,Other systemic anti-infectives and antiparasitics by Antimalarials and drugs acting on other blood protozoa,53,1,Other systemic anti-infectives and antiparasitics by 
Y,Antimalarials and drugs acting on other blood protozoa,Other systemic anti-infectives and antiparasitics by Antimalarials and drugs acting on other blood protozoa,53,0,Antimalarials and drugs acting on other blood protozoa
Y,Other antiprotozoal drugs,Other systemic anti-infectives and antiparasitics by Other antiprotozoal drugs,53,1,Other systemic anti-infectives and antiparasitics by 
Y,Other antiprotozoal drugs,Other systemic anti-infectives and antiparasitics by Other antiprotozoal drugs,53,0,Other antiprotozoal drugs
Y,Anthelminthics,Other systemic anti-infectives and antiparasitics by Anthelminthics,53,1,Other systemic anti-infectives and antiparasitics by 
Y,Anthelminthics,Other systemic anti-infectives and antiparasitics by Anthelminthics,53,0,Anthelminthics
Y,Antiviral drugs,Other systemic anti-infectives and antiparasitics by Antiviral drugs,53,1,Other systemic anti-infectives and antiparasitics by 
Y,Antiviral drugs,Other systemic anti-infectives and antiparasitics by Antiviral drugs,53,0,Antiviral drugs
Y,"Vitamin B, folic acid and other anti-megaloblastic-anaemia preparations","Vitamin B12, folic acid and other anti-megaloblastic-anaemia preparations",2,0,Vitamin B
Y,"Vitamin B, folic acid and other anti-megaloblastic-anaemia preparations","Vitamin B12, folic acid and other anti-megaloblastic-anaemia preparations",2,1,12
Y,"Vitamin B, folic acid and other anti-megaloblastic-anaemia preparations","Vitamin B12, folic acid and other anti-megaloblastic-anaemia preparations",2,0,", folic acid and other anti-megaloblastic-anaemia preparations"
Y,Other analgesics and antipyretics,"Other analgesics, antipyretics and anti-inflammatory drugs",31,0,Other analgesics
Y,Other analgesics and antipyretics,"Other analgesics, antipyretics and anti-inflammatory drugs",31,-1, and
Y,Other analgesics and antipyretics,"Other analgesics, antipyretics and anti-inflammatory drugs",31,1,","
Y,Other analgesics and antipyretics,"Other analgesics, antipyretics and anti-inflammatory drugs",31,0, antipyretics
Y,Other analgesics and antipyretics,"Other analgesics, antipyretics and anti-inflammatory drugs",31,1, and anti-inflammatory drugs
Y,Succinimides,Antiepileptics and antiparkinsonism drugs by Succinimides,45,1,Antiepileptics and antiparkinsonism drugs by 
Y,Succinimides,Antiepileptics and antiparkinsonism drugs by Succinimides,45,0,Succinimides
Y,Oxazolidinediones,Antiepileptics and antiparkinsonism drugs by Oxazolidinediones,45,1,Antiepileptics and antiparkinsonism drugs by 
Y,Oxazolidinediones,Antiepileptics and antiparkinsonism drugs by Oxazolidinediones,45,0,Oxazolidinediones
Y,Hydantoin derivatives,Antiepileptics and antiparkinsonism drugs by Hydantoin derivatives,45,1,Antiepileptics and antiparkinsonism drugs by 
Y,Hydantoin derivatives,Antiepileptics and antiparkinsonism drugs by Hydantoin derivatives,45,0,Hydantoin derivatives
Y,Deoxybarbiturates,Antiepileptics and antiparkinsonism drugs by Deoxybarbiturates,45,1,Antiepileptics and antiparkinsonism drugs by 
Y,Deoxybarbiturates,Antiepileptics and antiparkinsonism drugs by Deoxybarbiturates,45,0,Deoxybarbiturates
Y,Iminostilbenes,Antiepileptics and antiparkinsonism drugs by Iminostilbenes,45,1,Antiepileptics and antiparkinsonism drugs by 
Y,Iminostilbenes,Antiepileptics and antiparkinsonism drugs by Iminostilbenes,45,0,Iminostilbenes
Y,Valproic acid,Antiepileptics and antiparkinsonism drugs by Valproic acid,45,1,Antiepileptics and antiparkinsonism drugs by 
Y,Valproic acid,Antiepileptics and antiparkinsonism drugs by Valproic acid,45,0,Valproic acid
Y,Other and unspecified antiepileptics,Antiepileptics and antiparkinsonism drugs by Other and unspecified antiepiltptics,46,1,Antiepileptics and antiparkinsonism drugs by 
Y,Other and unspecified antiepileptics,Antiepileptics and antiparkinsonism drugs by Other and unspecified antiepiltptics,46,0,Other and unspecified antiepil
Y,Other and unspecified antiepileptics,Antiepileptics and antiparkinsonism drugs by Other and unspecified antiepiltptics,46,-1,e
Y,Other and unspecified antiepileptics,Antiepileptics and antiparkinsonism drugs by Other and unspecified antiepiltptics,46,1,t
Y,Other and unspecified antiepileptics,Antiepileptics and antiparkinsonism drugs by Other and unspecified antiepiltptics,46,0,ptics
Y,Antiparkinsonism drugs,Antiepileptics and antiparkinsonism drugs by Antiparkinsonism drugs,45,1,Antiepileptics and antiparkinsonism drugs by 
Y,Antiparkinsonism drugs,Antiepileptics and antiparkinsonism drugs by Antiparkinsonism drugs,45,0,Antiparkinsonism drugs
Y,Antispasticity drugs,Antiepileptics and antiparkinsonism drugs by Antispasticity drugs,45,1,Antiepileptics and antiparkinsonism drugs by 
Y,Antispasticity drugs,Antiepileptics and antiparkinsonism drugs by Antispasticity drugs,45,0,Antispasticity drugs
Y,"Barbiturates, not elsewhere classified","Sedatives, hypnotics and antianxiety drugs by Barbiturates, not elsewhere classified",46,1,"Sedatives, hypnotics and antianxiety drugs by "
Y,"Barbiturates, not elsewhere classified","Sedatives, hypnotics and antianxiety drugs by Barbiturates, not elsewhere classified",46,0,"Barbiturates, not elsewhere classified"
Y,Benzodiazepines,"Sedatives, hypnotics and antianxiety drugs by Benzodiazepines",46,1,"Sedatives, hypnotics and antianxiety drugs by "
Y,Benzodiazepines,"Sedatives, hypnotics and antianxiety drugs by Benzodiazepines",46,0,Benzodiazepines
Y,Cloral derivatives,"Sedatives, hypnotics and antianxiety drugs by Cloral derivatives",46,1,"Sedatives, hypnotics and antianxiety drugs by "
Y,Cloral derivatives,"Sedatives, hypnotics and antianxiety drugs by Cloral derivatives",46,0,Cloral derivatives
Y,Paraldehyde,"Sedatives, hypnotics and antianxiety drugs by Paraldehyde",46,1,"Sedatives, hypnotics and antianxiety drugs by "
Y,Paraldehyde,"Sedatives, hypnotics and antianxiety drugs by Paraldehyde",46,0,Paraldehyde
Y,Bromine compounds,"Sedatives, hypnotics and antianxiety drugs by Bromine compounds",46,1,"Sedatives, hypnotics and antianxiety drugs by "
Y,Bromine compounds,"Sedatives, hypnotics and antianxiety drugs by Bromine compounds",46,0,Bromine compounds
Y,"Mixed sedatives and hypnotics, not elsewhere classified","Sedatives, hypnotics and antianxiety drugs by Mixed sedatives and hypnotics, not elsewhere classified",46,1,"Sedatives, hypnotics and antianxiety drugs by "
Y,"Mixed sedatives and hypnotics, not elsewhere classified","Sedatives, hypnotics and antianxiety drugs by Mixed sedatives and hypnotics, not elsewhere classified",46,0,"Mixed sedatives and hypnotics, not elsewhere classified"
Y,"Other sedatives, hypnotics and antianxiety drugs","Sedatives, hypnotics and antianxiety drugs by Other sedatives, hypnotics and antianxiety drugs",46,1,"Sedatives, hypnotics and antianxiety drugs by "
Y,"Other sedatives, hypnotics and antianxiety drugs","Sedatives, hypnotics and antianxiety drugs by Other sedatives, hypnotics and antianxiety drugs",46,0,"Other sedatives, hypnotics and antianxiety drugs"
Y,"Methylxanthines, not elsewhere classified","Methylxanthines, not eleswhere classified",2,0,"Methylxanthines, not el"
Y,"Methylxanthines, not elsewhere classified","Methylxanthines, not eleswhere classified",2,-1,s
Y,"Methylxanthines, not elsewhere classified","Methylxanthines, not eleswhere classified",2,0,e
Y,"Methylxanthines, not elsewhere classified","Methylxanthines, not eleswhere classified",2,1,s
Y,"Methylxanthines, not elsewhere classified","Methylxanthines, not eleswhere classified",2,0,where classified
Y,"Predominantly alpha-adrenoreceptor agonists, not elsewhere classified","Predominantly ?-adrenoreceptor agonists, not elsewhere classified",5,0,Predominantly 
Y,"Predominantly alpha-adrenoreceptor agonists, not elsewhere classified","Predominantly ?-adrenoreceptor agonists, not elsewhere classified",5,-1,alpha
Y,"Predominantly alpha-adrenoreceptor agonists, not elsewhere classified","Predominantly ?-adrenoreceptor agonists, not elsewhere classified",5,1,?
Y,"Predominantly alpha-adrenoreceptor agonists, not elsewhere classified","Predominantly ?-adrenoreceptor agonists, not elsewhere classified",5,0,"-adrenoreceptor agonists, not elsewhere classified"
Y,"Predominantly beta-adrenoreceptor agonists, not elsewhere classified","Predominantly ?-adrenoreceptor agonists, not elsewhere classified",4,0,Predominantly 
Y,"Predominantly beta-adrenoreceptor agonists, not elsewhere classified","Predominantly ?-adrenoreceptor agonists, not elsewhere classified",4,-1,beta
Y,"Predominantly beta-adrenoreceptor agonists, not elsewhere classified","Predominantly ?-adrenoreceptor agonists, not elsewhere classified",4,1,?
Y,"Predominantly beta-adrenoreceptor agonists, not elsewhere classified","Predominantly ?-adrenoreceptor agonists, not elsewhere classified",4,0,"-adrenoreceptor agonists, not elsewhere classified"
Y,"Alpha-adrenoreceptor antagonists, not elsewhere classified","?-Adrenoreceptor antagonists, not elsewhere classified",6,-1,Alpha-a
Y,"Alpha-adrenoreceptor antagonists, not elsewhere classified","?-Adrenoreceptor antagonists, not elsewhere classified",6,1,?-A
Y,"Alpha-adrenoreceptor antagonists, not elsewhere classified","?-Adrenoreceptor antagonists, not elsewhere classified",6,0,"drenoreceptor antagonists, not elsewhere classified"
Y,"Beta-adrenoreceptor antagonists, not elsewhere classified","?-Adrenoreceptor antagonists, not elsewhere classified",5,-1,Beta-a
Y,"Beta-adrenoreceptor antagonists, not elsewhere classified","?-Adrenoreceptor antagonists, not elsewhere classified",5,1,?-A
Y,"Beta-adrenoreceptor antagonists, not elsewhere classified","?-Adrenoreceptor antagonists, not elsewhere classified",5,0,"drenoreceptor antagonists, not elsewhere classified"
Y,"Centrally acting and adrenergic-neuron-blocking agents, not elsewhere classified","Centrally acting and adrenergic-neuron-blocking agents, not elsewhere  classified",1,0,"Centrally acting and adrenergic-neuron-blocking agents, not elsewhere "
Y,"Centrally acting and adrenergic-neuron-blocking agents, not elsewhere classified","Centrally acting and adrenergic-neuron-blocking agents, not elsewhere  classified",1,1, 
Y,"Centrally acting and adrenergic-neuron-blocking agents, not elsewhere classified","Centrally acting and adrenergic-neuron-blocking agents, not elsewhere  classified",1,0,classified
Y,Histamine H-receptor antagonists,Histamine H2-receptor antagonists,1,0,Histamine H
Y,Histamine H-receptor antagonists,Histamine H2-receptor antagonists,1,1,2
Y,Histamine H-receptor antagonists,Histamine H2-receptor antagonists,1,0,-receptor antagonists
Y,Benzothiadiazine derivatives,Binzothiadiazine derivatives,1,0,B
Y,Benzothiadiazine derivatives,Binzothiadiazine derivatives,1,-1,e
Y,Benzothiadiazine derivatives,Binzothiadiazine derivatives,1,1,i
Y,Benzothiadiazine derivatives,Binzothiadiazine derivatives,1,0,nzothiadiazine derivatives
Y,"Local antifungal, anti-infective and anti-inflammatory drugs, not elsewhere classified","Local antifungal, anti-infective and anti-inflammatory drugs. not elsewhere classified",1,0,"Local antifungal, anti-infective and anti-inflammatory drugs"
Y,"Local antifungal, anti-infective and anti-inflammatory drugs, not elsewhere classified","Local antifungal, anti-infective and anti-inflammatory drugs. not elsewhere classified",1,-1,","
Y,"Local antifungal, anti-infective and anti-inflammatory drugs, not elsewhere classified","Local antifungal, anti-infective and anti-inflammatory drugs. not elsewhere classified",1,1,.
Y,"Local antifungal, anti-infective and anti-inflammatory drugs, not elsewhere classified","Local antifungal, anti-infective and anti-inflammatory drugs. not elsewhere classified",1,0, not elsewhere classified
Y,During surgical operation,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During surgical operation",90,1,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, "
Y,During surgical operation,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During surgical operation",90,0,During surgical operation
Y,During infusion or transfusion,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During infusion or transfusion",90,1,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, "
Y,During infusion or transfusion,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During infusion or transfusion",90,0,During infusion or transfusion
Y,During kidney dialysis or other perfusion,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During kidney dialysis or other perfusion",90,1,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, "
Y,During kidney dialysis or other perfusion,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During kidney dialysis or other perfusion",90,0,During kidney dialysis or other perfusion
Y,During injection or immunization,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During injection or immunization",90,1,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, "
Y,During injection or immunization,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During injection or immunization",90,0,During injection or immunization
Y,During endoscopic examination,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During endoscopic examination",90,1,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, "
Y,During endoscopic examination,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During endoscopic examination",90,0,During endoscopic examination
Y,During heart catheterization,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During heart catheterization",90,1,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, "
Y,During heart catheterization,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During heart catheterization",90,0,During heart catheterization
Y,"During aspiration, puncture and other catheterization","Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During aspiration, puncture and other catheterization",90,1,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, "
Y,"During aspiration, puncture and other catheterization","Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During aspiration, puncture and other catheterization",90,0,"During aspiration, puncture and other catheterization"
Y,During administration of enema,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During administration of enema",90,1,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, "
Y,During administration of enema,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During administration of enema",90,0,During administration of enema
Y,During other surgical and medical care,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During other surgical and medical care",90,1,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, "
Y,During other surgical and medical care,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During other surgical and medical care",90,0,During other surgical and medical care
Y,During unspecified surgical and medical care,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During unspecified surgical and medical care",90,1,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, "
Y,During unspecified surgical and medical care,"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care, During unspecified surgical and medical care",90,0,During unspecified surgical and medical care
Y,During surgical operation,"Foreign object accidentally left in body during surgical and medical care, During surgical operation",75,1,"Foreign object accidentally left in body during surgical and medical care, "
Y,During surgical operation,"Foreign object accidentally left in body during surgical and medical care, During surgical operation",75,0,During surgical operation
Y,During infusion or transfusion,"Foreign object accidentally left in body during surgical and medical care, During infusion or transfusion",75,1,"Foreign object accidentally left in body during surgical and medical care, "
Y,During infusion or transfusion,"Foreign object accidentally left in body during surgical and medical care, During infusion or transfusion",75,0,During infusion or transfusion
Y,During kidney dialysis or other perfusion,"Foreign object accidentally left in body during surgical and medical care, During kidney dialysis or other perfusion",75,1,"Foreign object accidentally left in body during surgical and medical care, "
Y,During kidney dialysis or other perfusion,"Foreign object accidentally left in body during surgical and medical care, During kidney dialysis or other perfusion",75,0,During kidney dialysis or other perfusion
Y,During injection or immunization,"Foreign object accidentally left in body during surgical and medical care, During injection or immunization",75,1,"Foreign object accidentally left in body during surgical and medical care, "
Y,During injection or immunization,"Foreign object accidentally left in body during surgical and medical care, During injection or immunization",75,0,During injection or immunization
Y,During endoscopic examination,"Foreign object accidentally left in body during surgical and medical care, During endoscopic examination",75,1,"Foreign object accidentally left in body during surgical and medical care, "
Y,During endoscopic examination,"Foreign object accidentally left in body during surgical and medical care, During endoscopic examination",75,0,During endoscopic examination
Y,During heart catheterization,"Foreign object accidentally left in body during surgical and medical care, During heart catheterization",75,1,"Foreign object accidentally left in body during surgical and medical care, "
Y,During heart catheterization,"Foreign object accidentally left in body during surgical and medical care, During heart catheterization",75,0,During heart catheterization
Y,"During aspiration, puncture and other catheterization","Foreign object accidentally left in body during surgical and medical care, During aspiration, puncture and other catheterization",75,1,"Foreign object accidentally left in body during surgical and medical care, "
Y,"During aspiration, puncture and other catheterization","Foreign object accidentally left in body during surgical and medical care, During aspiration, puncture and other catheterization",75,0,"During aspiration, puncture and other catheterization"
Y,During removal of catheter or packing,"Foreign object accidentally left in body during surgical and medical care, During removal of catheter or packing",75,1,"Foreign object accidentally left in body during surgical and medical care, "
Y,During removal of catheter or packing,"Foreign object accidentally left in body during surgical and medical care, During removal of catheter or packing",75,0,During removal of catheter or packing
Y,During other surgical and medical care,"Foreign object accidentally left in body during surgical and medical care, During other surgical and medical care",75,1,"Foreign object accidentally left in body during surgical and medical care, "
Y,During other surgical and medical care,"Foreign object accidentally left in body during surgical and medical care, During other surgical and medical care",75,0,During other surgical and medical care
Y,During unspecified surgical and medical care,"Foreign object accidentally left in body during surgical and medical care, During unspecified surgical and medical care",75,1,"Foreign object accidentally left in body during surgical and medical care, "
Y,During unspecified surgical and medical care,"Foreign object accidentally left in body during surgical and medical care, During unspecified surgical and medical care",75,0,During unspecified surgical and medical care
Y,During surgical operation,"Failure of sterile precautions during surgical and medical care, During surgical operation",65,1,"Failure of sterile precautions during surgical and medical care, "
Y,During surgical operation,"Failure of sterile precautions during surgical and medical care, During surgical operation",65,0,During surgical operation
Y,During infusion or transfusion,"Failure of sterile precautions during surgical and medical care, During infusion or transfusion",65,1,"Failure of sterile precautions during surgical and medical care, "
Y,During infusion or transfusion,"Failure of sterile precautions during surgical and medical care, During infusion or transfusion",65,0,During infusion or transfusion
Y,During kidney dialysis or other perfusion,"Failure of sterile precautions during surgical and medical care, During kidney dialysis or other perfusion",65,1,"Failure of sterile precautions during surgical and medical care, "
